que_id,que_q,que_a
743,自学考试专业计划调整后，已取得合格成绩的课程是否继续有效？,考生已取得的自学考试课程合格成绩依然有效，具体规定可参阅相应专业的计划调整文件。
744,自考专业计划调整后，已有成绩还有效吗,考生已取得的自学考试课程合格成绩依然有效，具体规定可参阅相应专业的计划调整文件。
745,自考专业计划调整后，还需要重新考试吗,考生已取得的自学考试课程合格成绩依然有效，具体规定可参阅相应专业的计划调整文件。
746,自考专业计划调整后，已取得的自考成绩会作废吗,考生已取得的自学考试课程合格成绩依然有效，具体规定可参阅相应专业的计划调整文件。
747,已取得合格成绩的课程还需重新考试吗,考生已取得的自学考试课程合格成绩依然有效，具体规定可参阅相应专业的计划调整文件。
748,自考专业计划调整会使原有成绩失效吗,考生已取得的自学考试课程合格成绩依然有效，具体规定可参阅相应专业的计划调整文件。
749,自考专业计划调整，原有成绩会作废吗,考生已取得的自学考试课程合格成绩依然有效，具体规定可参阅相应专业的计划调整文件。
750,考生参加自学考试的时间较长，以前取得的课程合格成绩是否有效？,目前在广东省已取得的自学考试课程合格成绩均有效。考生可登录广东省自学考试管理系统查询本人的课程合格成绩，如发现有错漏的，可按规定办理历史成绩更正手续。
751,自学考试成绩的有效期,目前在广东省已取得的自学考试课程合格成绩均有效。考生可登录广东省自学考试管理系统查询本人的课程合格成绩，如发现有错漏的，可按规定办理历史成绩更正手续。
752,自学考试成绩会过期吗,目前在广东省已取得的自学考试课程合格成绩均有效。考生可登录广东省自学考试管理系统查询本人的课程合格成绩，如发现有错漏的，可按规定办理历史成绩更正手续。
753,自学考试成绩会失效吗,目前在广东省已取得的自学考试课程合格成绩均有效。考生可登录广东省自学考试管理系统查询本人的课程合格成绩，如发现有错漏的，可按规定办理历史成绩更正手续。
754,自学考试的成绩能一直有效吗,目前在广东省已取得的自学考试课程合格成绩均有效。考生可登录广东省自学考试管理系统查询本人的课程合格成绩，如发现有错漏的，可按规定办理历史成绩更正手续。
755,自考成绩有效期是多久,目前在广东省已取得的自学考试课程合格成绩均有效。考生可登录广东省自学考试管理系统查询本人的课程合格成绩，如发现有错漏的，可按规定办理历史成绩更正手续。
756,以前的自考成绩会作废吗,目前在广东省已取得的自学考试课程合格成绩均有效。考生可登录广东省自学考试管理系统查询本人的课程合格成绩，如发现有错漏的，可按规定办理历史成绩更正手续。
757,以前的自考成绩还有效吗,目前在广东省已取得的自学考试课程合格成绩均有效。考生可登录广东省自学考试管理系统查询本人的课程合格成绩，如发现有错漏的，可按规定办理历史成绩更正手续。
758,考生参加同一门课程考试两次（或以上），且都取得合格成绩，系统中记录哪个分数？,考生取得同一门课程两次（或以上）合格成绩，原则上广东省自学考试管理系统记录高分成绩。
759,可以刷分吗,考生取得同一门课程两次（或以上）合格成绩，原则上广东省自学考试管理系统记录高分成绩。
760,同一门课考两次，以哪个成绩为准,考生取得同一门课程两次（或以上）合格成绩，原则上广东省自学考试管理系统记录高分成绩。
761,自学考试管理系统怎么记录成绩,考生取得同一门课程两次（或以上）合格成绩，原则上广东省自学考试管理系统记录高分成绩。
762,同一门课考两次，系统记录哪个成绩,考生取得同一门课程两次（或以上）合格成绩，原则上广东省自学考试管理系统记录高分成绩。
763,考生取得同一门课程两次（或以上）合格成绩，系统记录哪个成绩,考生取得同一门课程两次（或以上）合格成绩，原则上广东省自学考试管理系统记录高分成绩。
764,考试成绩可以刷吗,考生取得同一门课程两次（或以上）合格成绩，原则上广东省自学考试管理系统记录高分成绩。
765,哪里可以找到各地市考办和各主考学校的联系方式？,各地市考办、主考学校的联系方式及地址可参阅广东省自学考试管理系统首页公告。如有变更，以各单位公布为准。
766,各地市考办、主考学校的联系方式,各地市考办、主考学校的联系方式及地址可参阅广东省自学考试管理系统首页公告。如有变更，以各单位公布为准。
767,怎么找各地市考办和各主考学校的联系方式,各地市考办、主考学校的联系方式及地址可参阅广东省自学考试管理系统首页公告。如有变更，以各单位公布为准。
768,哪里可以看到各地市考办和各主考学校的联系方式,各地市考办、主考学校的联系方式及地址可参阅广东省自学考试管理系统首页公告。如有变更，以各单位公布为准。
769,怎么联系各地市考办和各主考学校,各地市考办、主考学校的联系方式及地址可参阅广东省自学考试管理系统首页公告。如有变更，以各单位公布为准。
770,哪里有各地市考办和各主考学校的联系方式,各地市考办、主考学校的联系方式及地址可参阅广东省自学考试管理系统首页公告。如有变更，以各单位公布为准。
771,如何查询各地市考办和各主考学校的联系方式,各地市考办、主考学校的联系方式及地址可参阅广东省自学考试管理系统首页公告。如有变更，以各单位公布为准。
772,广东省自学考试管理系统网址是什么？,广东省自学考试管理系统网址:[www.eeagd.edu.cn/selfec/]。
773,能否分享广东省自学考试管理系统的正确网址,广东省自学考试管理系统网址:[www.eeagd.edu.cn/selfec/]。
774,广东自考管理系统网址,广东省自学考试管理系统网址:[www.eeagd.edu.cn/selfec/]。
775,自考管理系统的网址是什么,广东省自学考试管理系统网址:[www.eeagd.edu.cn/selfec/]。
776,广东省自考管理网址,广东省自学考试管理系统网址:[www.eeagd.edu.cn/selfec/]。
777,自考管理系统的网址,广东省自学考试管理系统网址:[www.eeagd.edu.cn/selfec/]。
778,能否提供广东省自学考试管理系统的网址链接,广东省自学考试管理系统网址:[www.eeagd.edu.cn/selfec/]。
779,广东省自学考试网上办事服务系统网址是什么？,广东省自学考试网上办事服务系统网址:[www.eeagd.edu.cn/selfec/]。
780,自考咨询网址,广东省自学考试网上办事服务系统网址:[www.eeagd.edu.cn/selfec/]。
781,广东省自考服务,广东省自学考试网上办事服务系统网址:[www.eeagd.edu.cn/selfec/]。
782,广东省自学考试网,广东省自学考试网上办事服务系统网址:[www.eeagd.edu.cn/selfec/]。
783,自考服务系统,广东省自学考试网上办事服务系统网址:[www.eeagd.edu.cn/selfec/]。
784,自考网上办事服务系统网址,广东省自学考试网上办事服务系统网址:[www.eeagd.edu.cn/selfec/]。
785,自学考试网址,广东省自学考试网上办事服务系统网址:[www.eeagd.edu.cn/selfec/]。
786,自考网上办事网址,广东省自学考试网上办事服务系统网址:[www.eeagd.edu.cn/selfec/]。
787,自学考试网上服务网址,广东省自学考试网上办事服务系统网址:[www.eeagd.edu.cn/selfec/]。
788,2002年前的自学考试毕业生，学信网上没有学历注册信息，怎么办？,考生可登录教育部学信网，按照相关指引申请学历认证。如需帮助，请咨询广东省学历认证中心（联系电话：020-37626800）。
789,2002年前自考没有学历注册信息,考生可登录教育部学信网，按照相关指引申请学历认证。如需帮助，请咨询广东省学历认证中心（联系电话：020-37626800）。
790,2002年前的自考生没有学历注册信息,考生可登录教育部学信网，按照相关指引申请学历认证。如需帮助，请咨询广东省学历认证中心（联系电话：020-37626800）。
791,2002年前的自考毕业生怎么进行学历认证,考生可登录教育部学信网，按照相关指引申请学历认证。如需帮助，请咨询广东省学历认证中心（联系电话：020-37626800）。
792,学信网上没有2002年前的学历注册信息的自考毕业生该怎么办,考生可登录教育部学信网，按照相关指引申请学历认证。如需帮助，请咨询广东省学历认证中心（联系电话：020-37626800）。
793,2002年前毕业的学历注册信息应该怎么弄,考生可登录教育部学信网，按照相关指引申请学历认证。如需帮助，请咨询广东省学历认证中心（联系电话：020-37626800）。
794,2002年前的自学考试毕业生如何申请学历认证,考生可登录教育部学信网，按照相关指引申请学历认证。如需帮助，请咨询广东省学历认证中心（联系电话：020-37626800）。
795,自考毕业生没有学历注册信息怎么办,考生可登录教育部学信网，按照相关指引申请学历认证。如需帮助，请咨询广东省学历认证中心（联系电话：020-37626800）。
796,从哪里能进行学历认证,考生可登录教育部学信网，按照相关指引申请学历认证。如需帮助，请咨询广东省学历认证中心（联系电话：020-37626800）。
797,学信网没有学历注册信息,考生可登录教育部学信网，按照相关指引申请学历认证。如需帮助，请咨询广东省学历认证中心（联系电话：020-37626800）。
798,没有学历注册信息的自考毕业生该怎么办,考生可登录教育部学信网，按照相关指引申请学历认证。如需帮助，请咨询广东省学历认证中心（联系电话：020-37626800）。
799,考生遗失自学考试毕业证书，可以到哪里办理毕业证明书？,考生可以通过以下途径办理自学考试毕业证明书：（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。（2）现场办理。考生须携带本人身份证、毕业证或毕业生登记表复印件，前往广东省教育考试院来访接待室办理相关手续。
800,自学考试毕业证书能补办吗,考生可以通过以下途径办理自学考试毕业证明书：（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。（2）现场办理。考生须携带本人身份证、毕业证或毕业生登记表复印件，前往广东省教育考试院来访接待室办理相关手续。
801,自考毕业证书丢了，怎么办,考生可以通过以下途径办理自学考试毕业证明书：（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。（2）现场办理。考生须携带本人身份证、毕业证或毕业生登记表复印件，前往广东省教育考试院来访接待室办理相关手续。
802,能补办自考毕业证吗,考生可以通过以下途径办理自学考试毕业证明书：（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。（2）现场办理。考生须携带本人身份证、毕业证或毕业生登记表复印件，前往广东省教育考试院来访接待室办理相关手续。
803,补办自考毕业证需要什么证件,考生可以通过以下途径办理自学考试毕业证明书：（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。（2）现场办理。考生须携带本人身份证、毕业证或毕业生登记表复印件，前往广东省教育考试院来访接待室办理相关手续。
804,去哪补办自考毕业证,考生可以通过以下途径办理自学考试毕业证明书：（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。（2）现场办理。考生须携带本人身份证、毕业证或毕业生登记表复印件，前往广东省教育考试院来访接待室办理相关手续。
805,能网上补办自考毕业证吗,考生可以通过以下途径办理自学考试毕业证明书：（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。（2）现场办理。考生须携带本人身份证、毕业证或毕业生登记表复印件，前往广东省教育考试院来访接待室办理相关手续。
806,补办自考毕业证的方式,考生可以通过以下途径办理自学考试毕业证明书：（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。（2）现场办理。考生须携带本人身份证、毕业证或毕业生登记表复印件，前往广东省教育考试院来访接待室办理相关手续。
807,补办自考毕业证的流程,考生可以通过以下途径办理自学考试毕业证明书：（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。（2）现场办理。考生须携带本人身份证、毕业证或毕业生登记表复印件，前往广东省教育考试院来访接待室办理相关手续。
808,补办自考毕业证麻烦吗,考生可以通过以下途径办理自学考试毕业证明书：（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。（2）现场办理。考生须携带本人身份证、毕业证或毕业生登记表复印件，前往广东省教育考试院来访接待室办理相关手续。
809,怎么网上 补办自考毕业证,考生可以通过以下途径办理自学考试毕业证明书：（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。（2）现场办理。考生须携带本人身份证、毕业证或毕业生登记表复印件，前往广东省教育考试院来访接待室办理相关手续。
810,线下哪里能补办自考毕业证,考生可以通过以下途径办理自学考试毕业证明书：（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。（2）现场办理。考生须携带本人身份证、毕业证或毕业生登记表复印件，前往广东省教育考试院来访接待室办理相关手续。
811,自考毕业证去哪里补办,考生可以通过以下途径办理自学考试毕业证明书：（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。（2）现场办理。考生须携带本人身份证、毕业证或毕业生登记表复印件，前往广东省教育考试院来访接待室办理相关手续。
812,补办自考毕业证,考生可以通过以下途径办理自学考试毕业证明书：（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。（2）现场办理。考生须携带本人身份证、毕业证或毕业生登记表复印件，前往广东省教育考试院来访接待室办理相关手续。
813,自考毕业证丢了,考生可以通过以下途径办理自学考试毕业证明书：（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。（2）现场办理。考生须携带本人身份证、毕业证或毕业生登记表复印件，前往广东省教育考试院来访接待室办理相关手续。
814,考生需补办自学考试毕业生登记表，怎么办理？,（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业生登记表复印件。（2）现场办理。考生须携带本人身份证、毕业证复印件，前往广东省教育考试院来访接待室办理相关手续。
815,怎么补办自考毕业生登记表,（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业生登记表复印件。（2）现场办理。考生须携带本人身份证、毕业证复印件，前往广东省教育考试院来访接待室办理相关手续。
816,自学考试毕业生登记表丢了，怎么办,（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业生登记表复印件。（2）现场办理。考生须携带本人身份证、毕业证复印件，前往广东省教育考试院来访接待室办理相关手续。
817,补办自学考试登记表需要什么材料,（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业生登记表复印件。（2）现场办理。考生须携带本人身份证、毕业证复印件，前往广东省教育考试院来访接待室办理相关手续。
818,自学考试登记表还能补办吗,（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业生登记表复印件。（2）现场办理。考生须携带本人身份证、毕业证复印件，前往广东省教育考试院来访接待室办理相关手续。
819,补办自学考试毕业生登记表麻烦吗,（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业生登记表复印件。（2）现场办理。考生须携带本人身份证、毕业证复印件，前往广东省教育考试院来访接待室办理相关手续。
820,补办自考毕业生登记表的流程是怎样的,（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业生登记表复印件。（2）现场办理。考生须携带本人身份证、毕业证复印件，前往广东省教育考试院来访接待室办理相关手续。
821,自考毕业生登记表从哪补办,（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业生登记表复印件。（2）现场办理。考生须携带本人身份证、毕业证复印件，前往广东省教育考试院来访接待室办理相关手续。
822,自考毕业生登记表补办,（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业生登记表复印件。（2）现场办理。考生须携带本人身份证、毕业证复印件，前往广东省教育考试院来访接待室办理相关手续。
823,自考毕业生登记表能网上补办吗,（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业生登记表复印件。（2）现场办理。考生须携带本人身份证、毕业证复印件，前往广东省教育考试院来访接待室办理相关手续。
824,自考毕业生登记表必须线下办理吗,（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业生登记表复印件。（2）现场办理。考生须携带本人身份证、毕业证复印件，前往广东省教育考试院来访接待室办理相关手续。
825,自考毕业生登记表的补办方式,（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业生登记表复印件。（2）现场办理。考生须携带本人身份证、毕业证复印件，前往广东省教育考试院来访接待室办理相关手续。
826,补办自考毕业生登记表有几种方式,（1）网上办理。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业生登记表复印件。（2）现场办理。考生须携带本人身份证、毕业证复印件，前往广东省教育考试院来访接待室办理相关手续。
827,如何办理考籍信息更正手续？,考生可通过广东省自学考试管理系统的考生信息查询功能查核本人的基本信息。非重要信息可通过基本信息维护功能直接修改；姓名、性别、证件号码等重要信息如需变更，可办理考籍信息更正手续。考生登录广东省自学考试管理系统，通过考籍管理模块中的考籍信息更正功能提交申请后，在当地市考办规定的时间内向县（区）考办提交准考证、身份证原件及复印件等相关材料。其中，（1）身份证号从15位自然升级为18位的，可直接在该系统提交申请，由系统自动核验；（2）办理姓名、身份证件信息更正的，需提供户口簿以及公安部门出具的有效证明材料。提交材料并经市考办审核通过30个工作日后，再登录广东省自学考试管理系统查询办理结果。
828,考籍信息更正,考生可通过广东省自学考试管理系统的考生信息查询功能查核本人的基本信息。非重要信息可通过基本信息维护功能直接修改；姓名、性别、证件号码等重要信息如需变更，可办理考籍信息更正手续。考生登录广东省自学考试管理系统，通过考籍管理模块中的考籍信息更正功能提交申请后，在当地市考办规定的时间内向县（区）考办提交准考证、身份证原件及复印件等相关材料。其中，（1）身份证号从15位自然升级为18位的，可直接在该系统提交申请，由系统自动核验；（2）办理姓名、身份证件信息更正的，需提供户口簿以及公安部门出具的有效证明材料。提交材料并经市考办审核通过30个工作日后，再登录广东省自学考试管理系统查询办理结果。
829,如何更正考籍信息,考生可通过广东省自学考试管理系统的考生信息查询功能查核本人的基本信息。非重要信息可通过基本信息维护功能直接修改；姓名、性别、证件号码等重要信息如需变更，可办理考籍信息更正手续。考生登录广东省自学考试管理系统，通过考籍管理模块中的考籍信息更正功能提交申请后，在当地市考办规定的时间内向县（区）考办提交准考证、身份证原件及复印件等相关材料。其中，（1）身份证号从15位自然升级为18位的，可直接在该系统提交申请，由系统自动核验；（2）办理姓名、身份证件信息更正的，需提供户口簿以及公安部门出具的有效证明材料。提交材料并经市考办审核通过30个工作日后，再登录广东省自学考试管理系统查询办理结果。
830,考籍信息怎么更新,考生可通过广东省自学考试管理系统的考生信息查询功能查核本人的基本信息。非重要信息可通过基本信息维护功能直接修改；姓名、性别、证件号码等重要信息如需变更，可办理考籍信息更正手续。考生登录广东省自学考试管理系统，通过考籍管理模块中的考籍信息更正功能提交申请后，在当地市考办规定的时间内向县（区）考办提交准考证、身份证原件及复印件等相关材料。其中，（1）身份证号从15位自然升级为18位的，可直接在该系统提交申请，由系统自动核验；（2）办理姓名、身份证件信息更正的，需提供户口簿以及公安部门出具的有效证明材料。提交材料并经市考办审核通过30个工作日后，再登录广东省自学考试管理系统查询办理结果。
831,能更正考籍信息吗,考生可通过广东省自学考试管理系统的考生信息查询功能查核本人的基本信息。非重要信息可通过基本信息维护功能直接修改；姓名、性别、证件号码等重要信息如需变更，可办理考籍信息更正手续。考生登录广东省自学考试管理系统，通过考籍管理模块中的考籍信息更正功能提交申请后，在当地市考办规定的时间内向县（区）考办提交准考证、身份证原件及复印件等相关材料。其中，（1）身份证号从15位自然升级为18位的，可直接在该系统提交申请，由系统自动核验；（2）办理姓名、身份证件信息更正的，需提供户口簿以及公安部门出具的有效证明材料。提交材料并经市考办审核通过30个工作日后，再登录广东省自学考试管理系统查询办理结果。
832,更正考籍信息需要什么材料,考生可通过广东省自学考试管理系统的考生信息查询功能查核本人的基本信息。非重要信息可通过基本信息维护功能直接修改；姓名、性别、证件号码等重要信息如需变更，可办理考籍信息更正手续。考生登录广东省自学考试管理系统，通过考籍管理模块中的考籍信息更正功能提交申请后，在当地市考办规定的时间内向县（区）考办提交准考证、身份证原件及复印件等相关材料。其中，（1）身份证号从15位自然升级为18位的，可直接在该系统提交申请，由系统自动核验；（2）办理姓名、身份证件信息更正的，需提供户口簿以及公安部门出具的有效证明材料。提交材料并经市考办审核通过30个工作日后，再登录广东省自学考试管理系统查询办理结果。
833,考籍信息更正能代办吗,考生可通过广东省自学考试管理系统的考生信息查询功能查核本人的基本信息。非重要信息可通过基本信息维护功能直接修改；姓名、性别、证件号码等重要信息如需变更，可办理考籍信息更正手续。考生登录广东省自学考试管理系统，通过考籍管理模块中的考籍信息更正功能提交申请后，在当地市考办规定的时间内向县（区）考办提交准考证、身份证原件及复印件等相关材料。其中，（1）身份证号从15位自然升级为18位的，可直接在该系统提交申请，由系统自动核验；（2）办理姓名、身份证件信息更正的，需提供户口簿以及公安部门出具的有效证明材料。提交材料并经市考办审核通过30个工作日后，再登录广东省自学考试管理系统查询办理结果。
834,更正考籍信息的流程是怎样的,考生可通过广东省自学考试管理系统的考生信息查询功能查核本人的基本信息。非重要信息可通过基本信息维护功能直接修改；姓名、性别、证件号码等重要信息如需变更，可办理考籍信息更正手续。考生登录广东省自学考试管理系统，通过考籍管理模块中的考籍信息更正功能提交申请后，在当地市考办规定的时间内向县（区）考办提交准考证、身份证原件及复印件等相关材料。其中，（1）身份证号从15位自然升级为18位的，可直接在该系统提交申请，由系统自动核验；（2）办理姓名、身份证件信息更正的，需提供户口簿以及公安部门出具的有效证明材料。提交材料并经市考办审核通过30个工作日后，再登录广东省自学考试管理系统查询办理结果。
835,从哪能更正考籍信息,考生可通过广东省自学考试管理系统的考生信息查询功能查核本人的基本信息。非重要信息可通过基本信息维护功能直接修改；姓名、性别、证件号码等重要信息如需变更，可办理考籍信息更正手续。考生登录广东省自学考试管理系统，通过考籍管理模块中的考籍信息更正功能提交申请后，在当地市考办规定的时间内向县（区）考办提交准考证、身份证原件及复印件等相关材料。其中，（1）身份证号从15位自然升级为18位的，可直接在该系统提交申请，由系统自动核验；（2）办理姓名、身份证件信息更正的，需提供户口簿以及公安部门出具的有效证明材料。提交材料并经市考办审核通过30个工作日后，再登录广东省自学考试管理系统查询办理结果。
836,更正考籍信息麻烦吗,考生可通过广东省自学考试管理系统的考生信息查询功能查核本人的基本信息。非重要信息可通过基本信息维护功能直接修改；姓名、性别、证件号码等重要信息如需变更，可办理考籍信息更正手续。考生登录广东省自学考试管理系统，通过考籍管理模块中的考籍信息更正功能提交申请后，在当地市考办规定的时间内向县（区）考办提交准考证、身份证原件及复印件等相关材料。其中，（1）身份证号从15位自然升级为18位的，可直接在该系统提交申请，由系统自动核验；（2）办理姓名、身份证件信息更正的，需提供户口簿以及公安部门出具的有效证明材料。提交材料并经市考办审核通过30个工作日后，再登录广东省自学考试管理系统查询办理结果。
837,考籍信息更正从哪办理,考生可通过广东省自学考试管理系统的考生信息查询功能查核本人的基本信息。非重要信息可通过基本信息维护功能直接修改；姓名、性别、证件号码等重要信息如需变更，可办理考籍信息更正手续。考生登录广东省自学考试管理系统，通过考籍管理模块中的考籍信息更正功能提交申请后，在当地市考办规定的时间内向县（区）考办提交准考证、身份证原件及复印件等相关材料。其中，（1）身份证号从15位自然升级为18位的，可直接在该系统提交申请，由系统自动核验；（2）办理姓名、身份证件信息更正的，需提供户口簿以及公安部门出具的有效证明材料。提交材料并经市考办审核通过30个工作日后，再登录广东省自学考试管理系统查询办理结果。
838,更正考籍信息需要多长时间,考生可通过广东省自学考试管理系统的考生信息查询功能查核本人的基本信息。非重要信息可通过基本信息维护功能直接修改；姓名、性别、证件号码等重要信息如需变更，可办理考籍信息更正手续。考生登录广东省自学考试管理系统，通过考籍管理模块中的考籍信息更正功能提交申请后，在当地市考办规定的时间内向县（区）考办提交准考证、身份证原件及复印件等相关材料。其中，（1）身份证号从15位自然升级为18位的，可直接在该系统提交申请，由系统自动核验；（2）办理姓名、身份证件信息更正的，需提供户口簿以及公安部门出具的有效证明材料。提交材料并经市考办审核通过30个工作日后，再登录广东省自学考试管理系统查询办理结果。
839,考生能否更换系统中采集的报名照片？,考生的报名照片原则上不予更换，如由于照片头像模糊、本人整容以及服刑人员刑满释放后等情况，确需更换照片的，须到当地市考办现场办理，提供本人与有效身份证件相同的规格为宽480像素*高640像素，分辨率300dpi，24位真彩色的电子相片。
840,报名照片能换吗,考生的报名照片原则上不予更换，如由于照片头像模糊、本人整容以及服刑人员刑满释放后等情况，确需更换照片的，须到当地市考办现场办理，提供本人与有效身份证件相同的规格为宽480像素*高640像素，分辨率300dpi，24位真彩色的电子相片。
841,考生怎么换报名照片,考生的报名照片原则上不予更换，如由于照片头像模糊、本人整容以及服刑人员刑满释放后等情况，确需更换照片的，须到当地市考办现场办理，提供本人与有效身份证件相同的规格为宽480像素*高640像素，分辨率300dpi，24位真彩色的电子相片。
842,换报名照片有什么要求,考生的报名照片原则上不予更换，如由于照片头像模糊、本人整容以及服刑人员刑满释放后等情况，确需更换照片的，须到当地市考办现场办理，提供本人与有效身份证件相同的规格为宽480像素*高640像素，分辨率300dpi，24位真彩色的电子相片。
843,更换报名照片有什么影响吗,考生的报名照片原则上不予更换，如由于照片头像模糊、本人整容以及服刑人员刑满释放后等情况，确需更换照片的，须到当地市考办现场办理，提供本人与有效身份证件相同的规格为宽480像素*高640像素，分辨率300dpi，24位真彩色的电子相片。
844,报名照片更换方式,考生的报名照片原则上不予更换，如由于照片头像模糊、本人整容以及服刑人员刑满释放后等情况，确需更换照片的，须到当地市考办现场办理，提供本人与有效身份证件相同的规格为宽480像素*高640像素，分辨率300dpi，24位真彩色的电子相片。
845,报名照片的要求有哪些,考生的报名照片原则上不予更换，如由于照片头像模糊、本人整容以及服刑人员刑满释放后等情况，确需更换照片的，须到当地市考办现场办理，提供本人与有效身份证件相同的规格为宽480像素*高640像素，分辨率300dpi，24位真彩色的电子相片。
846,更换系统中采集的报名照片影响毕业吗,考生的报名照片原则上不予更换，如由于照片头像模糊、本人整容以及服刑人员刑满释放后等情况，确需更换照片的，须到当地市考办现场办理，提供本人与有效身份证件相同的规格为宽480像素*高640像素，分辨率300dpi，24位真彩色的电子相片。
847,去哪能更换报名照片,考生的报名照片原则上不予更换，如由于照片头像模糊、本人整容以及服刑人员刑满释放后等情况，确需更换照片的，须到当地市考办现场办理，提供本人与有效身份证件相同的规格为宽480像素*高640像素，分辨率300dpi，24位真彩色的电子相片。
848,更换报名照片,考生的报名照片原则上不予更换，如由于照片头像模糊、本人整容以及服刑人员刑满释放后等情况，确需更换照片的，须到当地市考办现场办理，提供本人与有效身份证件相同的规格为宽480像素*高640像素，分辨率300dpi，24位真彩色的电子相片。
849,对于已上传的报名照片，考生能改吗,考生的报名照片原则上不予更换，如由于照片头像模糊、本人整容以及服刑人员刑满释放后等情况，确需更换照片的，须到当地市考办现场办理，提供本人与有效身份证件相同的规格为宽480像素*高640像素，分辨率300dpi，24位真彩色的电子相片。
850,是否可以在系统中替换已采集的报名照片,考生的报名照片原则上不予更换，如由于照片头像模糊、本人整容以及服刑人员刑满释放后等情况，确需更换照片的，须到当地市考办现场办理，提供本人与有效身份证件相同的规格为宽480像素*高640像素，分辨率300dpi，24位真彩色的电子相片。
851,已采集的报名照片能否由考生自行更新,考生的报名照片原则上不予更换，如由于照片头像模糊、本人整容以及服刑人员刑满释放后等情况，确需更换照片的，须到当地市考办现场办理，提供本人与有效身份证件相同的规格为宽480像素*高640像素，分辨率300dpi，24位真彩色的电子相片。
